scheme_code,nav,nav_date
100033,929.7300,2026-06-18
100034,135.4100,2026-06-18
100037,12.9549,2026-06-18
100038,128.6629,2026-06-18
100041,108.0230,2026-06-18
100042,724.0538,2026-06-18
100043,743.0290,2026-06-18
100044,163.6940,2026-06-18
100046,100.1950,2026-06-18
100047,446.1776,2026-06-18
100048,108.3773,2026-06-18
100051,100.3649,2026-06-18
100057,10.7105,2026-06-18
100058,81.1833,2026-06-18
100063,206.9000,2026-06-18
100064,1286.5300,2026-06-18
100077,11.5810,2026-06-18
100078,85.9021,2026-06-18
100079,11.3302,2026-06-18
100080,57.9860,2026-06-18
100081,349.1390,2026-06-18
100082,27.0130,2026-06-18
100084,97.5836,2026-06-18
100085,12.6472,2026-06-18
100086,10.8145,2026-06-18
100087,55.7881,2026-06-18
100088,12.4175,2026-06-18
100089,11.0711,2026-06-18
100119,520.7250,2026-06-18
100120,36.6140,2026-06-18
100123,11.5421,2026-06-18
100124,59.9328,2026-06-18
100174,55.7299,2026-06-18
100175,401.3348,2026-06-18
100176,220.2505,2026-06-18
100177,276.9564,2026-06-18
100218,29.3429,2026-06-18
100219,151.1554,2026-06-18
100220,32.4257,2026-06-18
100221,115.9340,2026-06-18
100222,21.8070,2026-06-18
100223,64.1373,2026-06-18
100233,11.0071,2026-06-18
100234,75.4580,2026-06-18
100244,42.7100,2026-06-18
100247,43.3858,2026-06-18
100254,94.0379,2026-06-18
100264,18.8013,2026-06-18
100265,96.2180,2026-06-18
100280,11.8249,2026-06-18
100281,98.4378,2026-06-18
100286,37.8480,2026-06-18
100299,79.1569,2026-06-18
100300,48.4970,2026-06-18
100312,31.7259,2026-06-18
100313,100.5378,2026-06-18
100314,16.4177,2026-06-18
100315,74.8995,2026-06-18
100316,17.2003,2026-06-18
100317,59.6712,2026-06-18
100318,22.3017,2026-06-18
100319,34.4640,2026-06-18
100321,14.9769,2026-06-18
100323,196.3120,2026-06-18
100325,36.0015,2026-06-18
100332,32.1308,2026-06-18
100348,29.9100,2026-06-18
100349,1019.2100,2026-06-18
100351,77.5500,2026-06-18
100352,419.5700,2026-06-18
100353,21.1000,2026-06-18
100354,926.3800,2026-06-18
100355,43.1800,2026-06-18
100356,403.1100,2026-06-18
100363,169.8500,2026-06-18
100365,91.2511,2026-06-18
100367,12.3047,2026-06-18
100368,17.4927,2026-06-18
100369,106.7785,2026-06-18
100375,120.6518,2026-06-18
100376,746.8476,2026-06-18
100377,4486.3489,2026-06-18
100378,61.9772,2026-06-18
100379,251.1606,2026-06-18
100380,1491.2061,2026-06-18
100383,10.9296,2026-06-18
100384,13.3386,2026-06-18
100385,12.6615,2026-06-18
100386,12.9568,2026-06-18
100387,92.1681,2026-06-18
100388,26.4977,2026-06-18
100414,437.7618,2026-06-18
100415,358.9905,2026-06-18
100470,41.9645,2026-06-18
100471,999.3653,2026-06-18
100472,93.3887,2026-06-18
100473,2750.7020,2026-06-18
100474,94.6001,2026-06-18
100475,505.4778,2026-06-18
100476,222.7400,2026-06-19
100477,118.6900,2026-06-19
100480,175.5400,2026-06-19
100484,195.2740,2026-06-18
100493,60.5530,2026-06-18
100494,10.6985,2026-06-18
100496,701.3882,2026-06-18
100497,92.3534,2026-06-18
100519,61.6423,2026-06-18
100520,1593.1188,2026-06-18
100521,38.3671,2026-06-18
100522,445.1799,2026-06-18
100524,36.7899,2026-06-18
100525,59.9427,2026-06-18
100526,1418.5721,2026-06-18
100527,16.7896,2026-06-18
100528,105.1938,2026-06-18
100529,15.2056,2026-06-18
100530,12.1035,2026-06-18
100531,12.5192,2026-06-18
100535,16.5122,2026-06-18
100536,217.4756,2026-06-18
100537,1245.6002,2026-06-18
100538,6230.9702,2026-06-18
100541,1509.0075,2026-06-18
100546,4169.3443,2026-06-18
100547,1000.0000,2026-06-18
100548,1037.6729,2026-06-18
100549,28.3414,2026-06-18
100550,265.5628,2026-06-18
100593,47.4100,2026-06-18
100596,15.0354,2026-06-18
100597,76.3109,2026-06-18
100600,12.3634,2026-06-18
100601,98.3368,2026-06-18
100602,13.2416,2026-06-18
100603,71.2016,2026-06-18
100614,15.1276,2026-06-18
100630,74.4465,2026-06-18
100631,650.9680,2026-06-18
100638,19.1202,2026-06-18
100639,73.1002,2026-06-18
100640,44.2922,2026-06-18
100641,6328.0362,2026-06-18
100643,110.9091,2026-06-18
100644,298.2627,2026-06-18
100645,171.6030,2026-06-18
100646,41.8409,2026-06-18
100650,51.6770,2026-06-18
100651,262.2483,2026-06-18
100663,89.0196,2026-06-18
100664,182.7331,2026-06-18
100668,203.5794,2026-06-18
100669,307.9235,2026-06-18
100678,40.2486,2026-06-18
100682,50.2159,2026-06-18
100684,403.3559,2026-06-18
100685,39.5458,2026-06-18
100723,7563.5751,2026-06-18
100724,4081.1886,2026-06-18
100725,2636.8857,2026-06-18
100739,202.1404,2026-06-18
100740,392.0606,2026-06-18
100741,75.4349,2026-06-18
100742,19.3744,2026-06-18
100784,45.2319,2026-06-18
100786,18.8267,2026-06-18
100789,42.1021,2026-06-18
100793,11.4627,2026-06-18
100794,36.7576,2026-06-18
100795,287.5295,2026-06-18
100806,243.2512,2026-06-18
100807,314.7414,2026-06-18
100813,1898.7904,2026-06-18
100814,3685.7893,2026-06-18
100820,38.4164,2026-06-18
100821,201.0901,2026-06-18
100822,166.8031,2026-06-18
100823,84.0351,2026-06-18
100833,1266.5079,2026-06-18
100835,5593.8926,2026-06-18
100837,5986.5202,2026-06-18
100838,1034.3569,2026-06-18
100842,1524.2800,2026-06-18
100843,1333.3594,2026-06-18
100844,1212.8559,2026-06-18
100851,6755.9415,2026-06-18
100852,1528.7400,2026-06-18
100853,1530.5991,2026-06-18
100855,1592.1638,2026-06-18
100856,63.0822,2026-06-18
100857,11.7733,2026-06-18
100858,12.1423,2026-06-18
100859,45.0529,2026-06-18
100864,30.4046,2026-06-18
100865,145.2383,2026-06-18
100868,5431.4891,2026-06-18
100874,1031.7175,2026-06-18
100875,1019.8200,2026-06-18
100876,1031.4954,2026-06-18
100900,288.3290,2026-06-18
100915,64.9769,2026-06-18
100927,21.4936,2026-06-18
100928,21.9220,2026-06-18
100929,26.8112,2026-06-18
100948,91.8340,2026-06-18
100949,12.6163,2026-06-18
100950,11.7571,2026-06-18
100968,76.0092,2026-06-18
100999,20.8239,2026-06-18
101001,67.7206,2026-06-18
101002,65.9225,2026-06-18
101003,21.4402,2026-06-18
101042,79.1043,2026-06-18
101044,10.1417,2026-06-18
101048,43.0777,2026-06-18
101049,21.9284,2026-06-18
101065,219.9945,2026-06-18
101066,78.2088,2026-06-18
101069,64.1514,2026-06-18
101070,465.1101,2026-06-18
101071,154.2050,2026-06-18
101072,168.2189,2026-06-18
101078,10.4302,2026-06-18
101083,56.6970,2026-06-18
101084,12.2607,2026-06-18
101127,330.0500,2026-06-18
101143,34.6993,2026-06-18
101144,807.8895,2026-06-18
101161,302.6917,2026-06-18
101162,302.6917,2026-06-18
101163,59.6276,2026-06-18
101165,12.1956,2026-06-18
101169,115.9413,2026-06-18
101181,26.2404,2026-06-18
101184,1000.1751,2026-06-18
101185,5003.4022,2026-06-18
101187,43.6202,2026-06-18
101188,25.8908,2026-06-18
101198,49.5259,2026-06-18
101199,144.4929,2026-06-18
101200,49.1495,2026-06-18
101201,133.2337,2026-06-18
101206,4367.9381,2026-06-18
101209,156.1400,2026-06-19
101222,77.9389,2026-06-18
101228,855.2000,2026-06-18
101262,386.9306,2026-06-18
101263,386.9306,2026-06-18
101264,67.2838,2026-06-18
101271,33.0878,2026-06-18
101281,718.9650,2026-06-18
101295,74.1512,2026-06-18
101303,10.1910,2026-06-18
101304,48.8716,2026-06-18
101305,12.2250,2026-06-18
101306,11.7573,2026-06-18
101313,24.5551,2026-06-18
101314,245.2226,2026-06-18
101316,562.9031,2026-06-18
101317,581.7007,2026-06-18
101349,243.9135,2026-06-18
101351,11.0033,2026-06-18
101356,11.2344,2026-06-18
101357,53.2237,2026-06-18
101373,54.6394,2026-06-18
101407,3864.2779,2026-06-18
101408,4683.4720,2026-06-18
101491,56.7002,2026-06-18
101525,229.9650,2026-06-18
101530,290.0954,2026-06-18
101538,68.1428,2026-06-18
101539,1472.1745,2026-06-18
101547,22.5877,2026-06-18
101548,50.0165,2026-06-18
101549,24.1619,2026-06-18
101551,66.3759,2026-06-18
101585,67.2650,2026-06-18
101586,12.5000,2026-06-18
101587,14.7498,2026-06-18
101588,56.6441,2026-06-18
101591,57.9600,2026-06-18
101592,831.0900,2026-06-18
101593,41.6920,2026-06-18
101594,470.6480,2026-06-18
101617,105.5180,2026-06-18
101618,105.7358,2026-06-18
101619,577.4076,2026-06-18
101635,459.1300,2026-06-18
101636,23.4100,2026-06-18
101656,165.7427,2026-06-18
101657,40.8183,2026-06-18
101659,150.4671,2026-06-18
101665,55.6910,2026-06-18
101667,11.6475,2026-06-18
101669,15.0920,2026-06-18
101672,348.2306,2026-06-18
101685,43.3816,2026-06-18
101686,10.6777,2026-06-18
101705,886.0972,2026-06-18
101706,34.4400,2026-06-18
101714,1001.5157,2026-06-18
101737,25.9300,2026-06-18
101738,455.8300,2026-06-18
101746,194.5158,2026-06-18
101758,63.6560,2026-06-18
101762,2001.5690,2026-06-18
101763,72.3280,2026-06-18
101764,769.0280,2026-06-18
101765,35.8110,2026-06-18
101766,183.6083,2026-06-18
101802,450.7806,2026-06-18
101804,100.8760,2026-06-18
101805,43.1021,2026-06-18
101806,42.9673,2026-06-18
101816,16.4406,2026-06-18
101818,69.6043,2026-06-18
101823,73.7927,2026-06-18
101824,497.3873,2026-06-18
101829,14.3982,2026-06-18
101830,41.7550,2026-06-18
101833,140.4132,2026-06-18
101834,220.4154,2026-06-18
101837,54.1748,2026-06-18
101838,11.1235,2026-06-18
101839,12.4141,2026-06-18
101840,11.0956,2026-06-18
101843,14.9689,2026-06-18
101844,50.1051,2026-06-18
101847,5011.5061,2026-06-18
101852,80.1546,2026-06-18
101853,212.1666,2026-06-18
101862,644.4925,2026-06-18
101863,644.4925,2026-06-18
101864,68.3357,2026-06-18
101866,12.7370,2026-06-18
101867,14.6710,2026-06-18
101868,11.8059,2026-06-18
101869,83.5213,2026-06-18
101872,91.9205,2026-06-18
101873,12.7249,2026-06-18
101874,11.7834,2026-06-18
101875,13.6051,2026-06-18
101892,1056.6171,2026-06-18
101893,4764.7337,2026-06-18
101922,338.0400,2026-06-18
101923,58.8700,2026-06-18
101932,43.4852,2026-06-18
101934,40.6199,2026-06-18
101950,20.9217,2026-06-18
101951,21.1724,2026-06-18
101952,20.5284,2026-06-18
101970,103.9845,2026-06-18
101971,483.8254,2026-06-18
101972,100.0150,2026-06-18
101973,100.0200,2026-06-18
101974,100.3029,2026-06-18
101976,392.5471,2026-06-18
101979,1359.1610,2026-06-18
101980,65.9650,2026-06-18
101986,1114.5200,2026-06-18
101989,59.4906,2026-06-18
101990,10.1325,2026-06-18
101993,6063.4053,2026-06-18
101994,1063.6400,2026-06-18
101995,1063.6270,2026-06-18
101996,3994.4347,2026-06-18
101997,1042.6600,2026-06-18
102000,1115.2120,2026-06-18
102001,51.0720,2026-06-18
102007,1135.9153,2026-06-18
102008,1067.1182,2026-06-18
102009,4122.4301,2026-06-18
102010,1195.8496,2026-06-18
102011,1129.8746,2026-06-18
102012,4542.9226,2026-06-18
102013,1053.0983,2026-06-18
102020,290.8447,2026-06-18
102021,51.5631,2026-06-18
102036,101.3329,2026-06-18
102053,53.9767,2026-06-18
102054,20.9229,2026-06-18
102133,168.5857,2026-06-18
102134,131.3495,2026-06-18
