scheme_code,nav,nav_date
100033,894.8900,2026-06-05
100034,130.3300,2026-06-05
100037,12.9669,2026-06-05
100038,127.2745,2026-06-05
100041,108.0230,2026-06-07
100042,722.1341,2026-06-07
100043,741.0590,2026-06-07
100044,163.6940,2026-06-07
100046,100.1950,2026-06-07
100047,444.9947,2026-06-07
100048,108.2459,2026-06-07
100051,100.2607,2026-06-07
100057,10.7120,2026-06-05
100058,80.2415,2026-06-05
100063,202.0200,2026-06-05
100064,1256.1800,2026-06-05
100077,11.4565,2026-06-05
100078,84.9789,2026-06-05
100079,11.2084,2026-06-05
100080,55.8190,2026-06-05
100081,339.4840,2026-06-05
100082,26.2660,2026-06-05
100084,96.1637,2026-06-05
100085,12.4631,2026-06-05
100086,10.6571,2026-06-05
100087,55.5385,2026-06-05
100088,12.3619,2026-06-05
100089,11.0216,2026-06-05
100119,506.4610,2026-06-05
100120,35.6110,2026-06-05
100123,11.4221,2026-06-05
100124,59.3097,2026-06-05
100174,54.8211,2026-06-05
100175,394.7905,2026-06-05
100176,213.9333,2026-06-05
100177,269.0126,2026-06-05
100218,28.3901,2026-06-05
100219,146.2474,2026-06-05
100220,31.4884,2026-06-05
100221,112.5831,2026-06-05
100222,21.6297,2026-06-05
100223,63.6156,2026-06-05
100233,11.0144,2026-06-07
100234,75.2631,2026-06-07
100244,42.5997,2026-06-07
100247,43.2734,2026-06-07
100254,90.7469,2026-06-05
100264,18.5565,2026-06-05
100265,94.9653,2026-06-05
100280,11.6710,2026-06-05
100281,97.1562,2026-06-05
100286,36.8290,2026-06-05
100299,78.1177,2026-06-05
100300,47.8604,2026-06-05
100312,30.3731,2026-06-05
100313,96.2509,2026-06-05
100314,16.2542,2026-06-05
100315,74.1537,2026-06-05
100316,16.9924,2026-06-05
100317,58.9503,2026-06-05
100318,22.0323,2026-06-05
100319,34.0476,2026-06-05
100321,14.6087,2026-06-05
100323,191.4884,2026-06-05
100325,34.6277,2026-06-05
100332,30.8338,2026-06-05
100348,28.8700,2026-06-05
100349,983.8100,2026-06-05
100351,75.5600,2026-06-05
100352,408.8400,2026-06-05
100353,20.9600,2026-06-05
100354,889.3800,2026-06-05
100355,42.0000,2026-06-05
100356,392.1400,2026-06-05
100363,170.2200,2026-06-05
100365,90.1925,2026-06-05
100367,12.3275,2026-06-05
100368,17.2738,2026-06-05
100369,105.4420,2026-06-05
100375,116.4612,2026-06-05
100376,720.9075,2026-06-05
100377,4330.5237,2026-06-05
100378,59.8935,2026-06-05
100379,242.7163,2026-06-05
100380,1441.0701,2026-06-05
100383,10.8094,2026-06-05
100384,13.1919,2026-06-05
100385,12.5223,2026-06-05
100386,12.8144,2026-06-05
100387,91.1549,2026-06-05
100388,26.2064,2026-06-05
100414,425.1420,2026-06-05
100415,356.6186,2026-06-05
100470,40.4608,2026-06-05
100471,963.5534,2026-06-05
100472,90.3966,2026-06-05
100473,2662.5734,2026-06-05
100474,91.1563,2026-06-05
100475,488.2428,2026-06-05
100476,216.9600,2026-06-05
100477,115.9400,2026-06-05
100480,172.5400,2026-06-05
100484,188.8064,2026-06-05
100493,60.2152,2026-06-05
100494,10.6388,2026-06-05
100496,684.1156,2026-06-05
100497,90.0791,2026-06-05
100519,59.4272,2026-06-05
100520,1535.8721,2026-06-05
100521,38.0718,2026-06-05
100522,441.7536,2026-06-05
100524,35.5299,2026-06-05
100525,57.8656,2026-06-05
100526,1369.4163,2026-06-05
100527,16.7219,2026-06-05
100528,104.7696,2026-06-05
100529,15.1443,2026-06-05
