scheme_code,nav,nav_date
100033,896.5800,2026-06-12
100034,130.5800,2026-06-12
100037,13.0364,2026-06-12
100038,127.9572,2026-06-12
100041,108.0230,2026-06-14
100042,723.2956,2026-06-14
100043,742.2510,2026-06-14
100044,163.6940,2026-06-14
100046,100.1950,2026-06-14
100047,445.7104,2026-06-14
100048,108.2638,2026-06-14
100051,100.2598,2026-06-14
100057,10.7428,2026-06-12
100058,80.4723,2026-06-12
100063,201.5000,2026-06-12
100064,1252.9700,2026-06-12
100077,11.5389,2026-06-12
100078,85.5902,2026-06-12
100079,11.2891,2026-06-12
100080,56.4110,2026-06-12
100081,344.4530,2026-06-12
100082,26.6500,2026-06-12
100084,96.8002,2026-06-12
100085,12.5456,2026-06-12
100086,10.7277,2026-06-12
100087,55.6697,2026-06-12
100088,12.3911,2026-06-12
100089,11.0476,2026-06-12
100119,511.2100,2026-06-12
100120,35.9450,2026-06-12
100123,11.4884,2026-06-12
100124,59.6540,2026-06-12
100174,54.4471,2026-06-12
100175,392.0965,2026-06-12
100176,214.7436,2026-06-12
100177,270.0317,2026-06-12
100218,28.5908,2026-06-12
100219,147.2815,2026-06-12
100220,31.6767,2026-06-12
100221,113.2562,2026-06-12
100222,21.7574,2026-06-12
100223,63.9914,2026-06-12
100233,11.0138,2026-06-14
100234,75.3771,2026-06-14
100244,42.6642,2026-06-14
100247,43.3391,2026-06-14
100254,91.1799,2026-06-12
100264,18.6792,2026-06-12
100265,95.5932,2026-06-12
100280,11.7481,2026-06-12
100281,97.7987,2026-06-12
100286,36.9910,2026-06-12
100299,78.7506,2026-06-12
100300,48.2481,2026-06-12
100312,30.6030,2026-06-12
100313,96.9795,2026-06-12
100314,16.3478,2026-06-12
100315,74.5809,2026-06-12
100316,17.0639,2026-06-12
100317,59.1980,2026-06-12
100318,22.1248,2026-06-12
100319,34.1907,2026-06-12
100321,14.7434,2026-06-12
100323,193.2511,2026-06-12
100325,35.1367,2026-06-12
100332,31.2838,2026-06-12
100348,29.0600,2026-06-12
100349,990.2700,2026-06-12
100351,76.3700,2026-06-12
100352,413.1800,2026-06-12
100353,20.5000,2026-06-12
100354,900.0200,2026-06-12
100355,42.2700,2026-06-12
100356,394.6700,2026-06-12
100363,166.6300,2026-06-12
100365,90.5328,2026-06-12
100367,12.2078,2026-06-12
