scheme_code,nav,nav_date
100033,913.9000,2026-06-15
100034,133.1000,2026-06-15
100037,13.0612,2026-06-15
100038,128.2007,2026-06-15
100041,108.0230,2026-06-15
100042,723.5557,2026-06-15
100043,742.5179,2026-06-15
100044,163.6940,2026-06-15
100046,100.1950,2026-06-15
100047,445.8707,2026-06-15
100048,108.3028,2026-06-15
100051,100.2958,2026-06-15
100057,10.7673,2026-06-15
100058,80.6555,2026-06-15
100063,201.5000,2026-06-12
100064,1252.9700,2026-06-12
100077,11.5545,2026-06-15
100078,85.7056,2026-06-15
100079,11.3043,2026-06-15
100080,57.2140,2026-06-15
100081,347.1280,2026-06-15
100082,26.8570,2026-06-15
100084,96.9769,2026-06-15
100085,12.5685,2026-06-15
100086,10.7472,2026-06-15
100087,55.7230,2026-06-15
100088,12.4030,2026-06-15
100089,11.0582,2026-06-15
100119,515.4340,2026-06-15
100120,36.2420,2026-06-15
100123,11.5039,2026-06-15
100124,59.7345,2026-06-15
100174,54.8155,2026-06-15
100175,394.7495,2026-06-15
100176,216.5144,2026-06-15
100177,272.2583,2026-06-15
100218,28.9429,2026-06-15
100219,149.0950,2026-06-15
100220,32.0133,2026-06-15
100221,114.4598,2026-06-15
100222,21.7929,2026-06-15
100223,64.0957,2026-06-15
100233,11.0176,2026-06-15
100234,75.4032,2026-06-15
100244,42.6790,2026-06-15
100247,43.3542,2026-06-15
100254,92.5598,2026-06-15
100264,18.7166,2026-06-15
100265,95.7848,2026-06-15
100280,11.7717,2026-06-15
100281,97.9946,2026-06-15
100286,37.4290,2026-06-15
100299,78.8680,2026-06-15
100300,48.3200,2026-06-15
100312,31.2929,2026-06-15
100313,99.1657,2026-06-15
100314,16.3722,2026-06-15
100315,74.6921,2026-06-15
100316,17.0907,2026-06-15
100317,59.2911,2026-06-15
100318,22.1597,2026-06-15
100319,34.2445,2026-06-15
100321,14.8681,2026-06-15
100323,194.8859,2026-06-15
100325,35.4616,2026-06-15
100332,31.6774,2026-06-15
100348,29.5300,2026-06-15
100349,1006.4600,2026-06-15
100351,76.3700,2026-06-12
100352,413.1800,2026-06-12
100353,20.7700,2026-06-15
100354,912.0600,2026-06-15
100355,42.6500,2026-06-15
100356,398.2400,2026-06-15
100363,166.6300,2026-06-12
100365,90.7519,2026-06-15
100367,12.2374,2026-06-15
100368,17.4159,2026-06-15
100369,106.3098,2026-06-15
100375,118.7316,2026-06-15
100376,734.9614,2026-06-15
100377,4414.9466,2026-06-15
100378,60.9314,2026-06-15
100379,246.9222,2026-06-15
100380,1466.0415,2026-06-15
100383,10.8954,2026-06-15
100384,13.2968,2026-06-15
100385,12.6218,2026-06-15
100386,12.9163,2026-06-15
100387,91.8796,2026-06-15
100388,26.4147,2026-06-15
100414,434.4567,2026-06-15
100415,356.0893,2026-06-15
100470,40.9693,2026-06-12
100471,975.6637,2026-06-12
100472,92.0428,2026-06-15
100473,2711.0599,2026-06-15
100474,93.2234,2026-06-15
100475,499.4135,2026-06-15
100476,219.8000,2026-06-15
100477,116.6200,2026-06-15
100480,173.8900,2026-06-15
100484,192.7596,2026-06-15
100493,60.3257,2026-06-15
100494,10.6583,2026-06-15
100496,697.1420,2026-06-15
100497,91.7943,2026-06-15
100519,60.8410,2026-06-15
100520,1572.4099,2026-06-15
100521,37.5129,2026-06-12
100522,435.2687,2026-06-12
100524,35.8054,2026-06-12
100525,59.2135,2026-06-15
100526,1401.3149,2026-06-15
100527,16.7729,2026-06-15
100528,105.0892,2026-06-15
100529,15.1905,2026-06-15
100530,12.0915,2026-06-15
100531,12.5067,2026-06-15
100535,16.4293,2026-06-15
100536,216.3835,2026-06-15
100537,1244.7649,2026-06-15
100538,6226.7915,2026-06-15
100541,1509.0075,2026-06-15
100546,4166.3198,2026-06-15
100547,1000.0000,2026-06-15
100548,1036.9201,2026-06-15
100549,28.0526,2026-06-15
100550,262.8572,2026-06-15
100593,46.7600,2026-06-15
100596,15.0197,2026-06-15
100597,76.2314,2026-06-15
100600,12.2986,2026-06-15
100601,97.8212,2026-06-15
100602,13.2307,2026-06-15
100603,71.1427,2026-06-15
100614,14.9065,2026-06-15
100630,73.1080,2026-06-15
100631,639.2640,2026-06-15
100638,19.0728,2026-06-15
100639,72.9187,2026-06-15
100640,44.1822,2026-06-15
100641,6320.7757,2026-06-15
100643,109.0693,2026-06-12
100644,297.4402,2026-06-12
100645,169.9842,2026-06-15
100646,41.4458,2026-06-15
100650,51.0894,2026-06-15
100651,259.2664,2026-06-15
100663,88.2292,2026-06-15
100664,181.1106,2026-06-15
100668,199.4748,2026-06-15
100669,301.7151,2026-06-15
100678,39.9708,2026-06-15
100682,49.9659,2026-06-15
100684,400.2875,2026-06-15
100685,39.2450,2026-06-15
100723,7555.1293,2026-06-15
100724,4076.6314,2026-06-15
100725,2633.9412,2026-06-15
100739,200.1905,2026-06-15
100740,388.2787,2026-06-15
100741,75.2926,2026-06-15
100742,19.3379,2026-06-15
100784,45.2142,2026-06-15
100786,18.8129,2026-06-15
100789,42.0712,2026-06-15
100793,11.4582,2026-06-15
100794,35.9813,2026-06-15
100795,281.4571,2026-06-15
100806,240.8572,2026-06-15
100807,311.6438,2026-06-15
100813,1897.9950,2026-06-15
100814,3684.2453,2026-06-15
100820,37.8445,2026-06-15
100821,198.0963,2026-06-15
100822,164.6387,2026-06-15
100823,82.9447,2026-06-15
100833,1265.6390,2026-06-15
100835,5590.0551,2026-06-15
100837,5982.6095,2026-06-15
100838,1035.3293,2026-06-15
100842,1524.2800,2026-06-15
100843,1332.4884,2026-06-15
100844,1239.7656,2026-06-15
100851,6751.4773,2026-06-15
100852,1528.7400,2026-06-15
100853,1532.0542,2026-06-15
100855,1591.1116,2026-06-15
100856,63.0118,2026-06-15
100857,11.7602,2026-06-15
100858,12.1288,2026-06-15
100859,45.0026,2026-06-15
100864,30.0731,2026-06-15
100865,143.6548,2026-06-15
100868,5427.8704,2026-06-15
100874,1032.7966,2026-06-15
100875,1019.8200,2026-06-15
100876,1030.8081,2026-06-15
100900,284.4400,2026-06-15
100915,64.1242,2026-06-12
100927,21.4225,2026-06-15
100928,21.8495,2026-06-15
100929,26.7225,2026-06-15
100948,91.4974,2026-06-15
100949,12.5701,2026-06-15
100950,11.7140,2026-06-15
100968,75.7577,2026-06-15
100999,20.8071,2026-06-15
101001,67.6660,2026-06-15
101002,65.7885,2026-06-15
101003,21.3966,2026-06-15
101042,78.5959,2026-06-15
101044,10.1450,2026-06-15
101048,43.0399,2026-06-15
101049,21.7874,2026-06-15
101065,216.0168,2026-06-15
101066,76.7947,2026-06-15
101069,63.2396,2026-06-15
101070,458.4989,2026-06-15
101071,152.6729,2026-06-15
101072,166.5477,2026-06-15
101078,10.4302,2026-06-15
101083,56.4399,2026-06-15
101084,12.2051,2026-06-15
101127,326.1100,2026-06-15
101143,34.0919,2026-06-12
101144,793.7464,2026-06-12
101161,297.2933,2026-06-15
101162,297.2933,2026-06-15
101163,58.5642,2026-06-15
101165,12.1821,2026-06-15
101169,115.0974,2026-06-15
101181,26.2234,2026-06-15
101184,1000.1751,2026-06-15
101185,5000.1982,2026-06-15
101187,43.4584,2026-06-15
101188,25.7948,2026-06-15
101198,48.8016,2026-06-15
101199,142.3797,2026-06-15
101200,48.5185,2026-06-15
101201,131.5232,2026-06-15
101206,4366.1124,2026-06-15
101209,154.2400,2026-06-15
101222,77.3504,2026-06-15
101228,848.4500,2026-06-15
101262,380.0907,2026-06-15
101263,380.0907,2026-06-15
101264,66.0944,2026-06-15
101271,32.7926,2026-06-15
101281,708.3715,2026-06-15
101295,73.3370,2026-06-15
101303,10.2164,2026-06-15
101304,48.8163,2026-06-15
101305,12.2112,2026-06-15
101306,11.7440,2026-06-15
101313,24.2377,2026-06-15
