scheme_code,nav,nav_date
100033,894.4400,2026-06-02
100034,130.2700,2026-06-02
100037,12.9095,2026-06-02
100038,126.7112,2026-06-02
100041,108.0230,2026-06-02
100042,721.3741,2026-06-02
100043,740.2790,2026-06-02
100044,163.6940,2026-06-02
100046,100.1950,2026-06-02
100047,444.5263,2026-06-02
100048,108.2698,2026-06-02
100051,100.2975,2026-06-02
100057,10.6481,2026-06-02
100058,79.7631,2026-06-02
100063,202.0700,2026-06-01
100064,1256.5300,2026-06-01
100077,11.4100,2026-06-02
100078,84.6341,2026-06-02
100079,11.1629,2026-06-02
100080,55.5860,2026-06-02
100081,338.3700,2026-06-02
100082,26.1800,2026-06-02
100084,95.7161,2026-06-02
100085,12.4051,2026-06-02
100086,10.6075,2026-06-02
100087,55.4470,2026-06-02
100088,12.3415,2026-06-02
100089,11.0034,2026-06-02
100119,504.8880,2026-06-01
100120,35.5000,2026-06-01
100123,11.3708,2026-06-01
100124,59.0435,2026-06-01
100174,54.9209,2026-06-02
100175,395.5088,2026-06-02
100176,212.8498,2026-06-02
100177,267.6501,2026-06-02
100218,28.5079,2026-06-02
100219,146.8543,2026-06-02
100220,31.6502,2026-06-02
100221,113.1615,2026-06-02
100222,21.5362,2026-06-02
100223,63.3408,2026-06-02
100233,11.0035,2026-06-02
100234,75.1883,2026-06-02
100244,42.5573,2026-06-02
100247,43.2302,2026-06-02
100254,90.9993,2026-06-02
100264,18.5002,2026-06-01
100265,94.6772,2026-06-01
100280,11.6356,2026-06-01
100281,96.8616,2026-06-01
100286,36.5170,2026-06-01
100299,77.8144,2026-06-01
100300,47.6745,2026-06-01
100312,30.2811,2026-06-02
100313,95.9594,2026-06-02
100314,16.2015,2026-06-02
100315,73.9133,2026-06-02
100316,16.8928,2026-06-02
100317,58.6045,2026-06-02
100318,21.9031,2026-06-02
100319,33.8479,2026-06-02
100321,14.6015,2026-06-02
100323,191.3942,2026-06-02
100325,34.5700,2026-06-02
100332,30.8043,2026-06-02
100348,29.0400,2026-06-02
100349,989.5900,2026-06-02
100351,75.3700,2026-06-01
100352,407.8000,2026-06-01
100353,20.9400,2026-06-02
100354,888.4500,2026-06-02
100355,42.2200,2026-06-02
100356,392.6600,2026-06-02
100363,172.9500,2026-06-01
100365,89.7060,2026-06-02
100367,12.2610,2026-06-02
100368,17.2081,2026-06-02
100369,105.0408,2026-06-02
100375,116.2165,2026-06-02
100376,719.3927,2026-06-02
100377,4321.4246,2026-06-02
100378,59.8809,2026-06-02
100379,242.6654,2026-06-02
100380,1440.7679,2026-06-02
100383,10.7863,2026-06-02
100384,13.1636,2026-06-02
100385,12.4954,2026-06-02
100386,12.7869,2026-06-02
100387,90.9594,2026-06-02
100388,26.1502,2026-06-02
100414,422.8509,2026-06-01
100415,359.4878,2026-06-01
100470,40.4968,2026-06-01
100471,964.4126,2026-06-01
100472,90.2512,2026-06-02
100473,2658.2907,2026-06-02
100474,91.2464,2026-06-01
100475,489.2218,2026-06-01
100476,218.0000,2026-06-02
100477,116.6700,2026-06-02
100480,173.4700,2026-06-02
100484,189.6736,2026-06-02
100493,60.1017,2026-06-02
100494,10.6187,2026-06-02
100496,686.0940,2026-06-02
100497,90.3396,2026-06-02
100519,59.5508,2026-06-02
100520,1539.0647,2026-06-02
100521,38.9659,2026-06-01
100522,452.1282,2026-06-01
100524,35.2921,2026-06-01
100525,57.9970,2026-06-02
100526,1372.5249,2026-06-02
100527,16.6791,2026-06-02
100528,104.5011,2026-06-02
100529,15.1055,2026-06-02
100530,12.0238,2026-06-02
100531,12.4367,2026-06-02
100535,16.2374,2026-06-02
100536,213.8556,2026-06-02
100537,1244.7472,2026-06-02
100538,6209.7984,2026-06-02
100541,1509.0075,2026-06-02
100546,4153.9629,2026-06-02
100547,1000.0000,2026-06-02
100548,1036.8568,2026-06-02
100549,27.5727,2026-06-02
100550,258.3600,2026-06-02
100593,45.7300,2026-06-02
100596,14.8900,2026-06-02
100597,75.5730,2026-06-02
100600,12.1241,2026-06-02
100601,96.4336,2026-06-02
100602,13.1196,2026-06-02
100603,70.5455,2026-06-02
100614,14.6575,2026-06-02
100630,72.8045,2026-06-02
100631,636.6108,2026-06-02
100638,18.8799,2026-06-02
100639,72.1814,2026-06-02
100640,43.7354,2026-06-02
100641,6293.6576,2026-06-02
100643,113.6098,2026-06-01
100644,287.5284,2026-06-01
100645,166.0112,2026-06-02
100646,40.8355,2026-06-02
100650,50.3386,2026-06-02
100651,255.4565,2026-06-02
100663,87.0478,2026-06-02
100664,178.6855,2026-06-02
100668,195.3079,2026-06-02
100669,295.4124,2026-06-02
100678,39.4684,2026-06-02
100682,49.3623,2026-06-02
100684,394.7583,2026-06-02
100685,38.7029,2026-06-02
100723,7520.0327,2026-06-02
100724,4057.6940,2026-06-02
100725,2621.7056,2026-06-02
100739,198.4083,2026-06-02
100740,384.8220,2026-06-02
100741,74.6220,2026-06-02
100742,19.1656,2026-06-02
100784,44.7950,2026-06-02
100786,18.6358,2026-06-02
100789,41.6752,2026-06-02
100793,11.3520,2026-06-02
100794,34.9509,2026-06-02
100795,273.3974,2026-06-02
100806,234.8879,2026-06-02
100807,303.9202,2026-06-02
100813,1894.5820,2026-06-02
100814,3677.6204,2026-06-02
100820,37.0383,2026-06-02
100821,193.8761,2026-06-02
100822,161.9674,2026-06-02
100823,81.5989,2026-06-02
100833,1261.7232,2026-06-01
100835,5572.7603,2026-06-01
100837,5964.8472,2026-06-02
100838,1035.4673,2026-06-02
100842,1524.2800,2026-06-02
100843,1328.5322,2026-06-02
100844,1236.0824,2026-06-02
100851,6731.2114,2026-06-02
100852,1528.7400,2026-06-02
100853,1532.2549,2026-06-02
100855,1586.3356,2026-06-02
100856,62.3343,2026-06-02
100857,11.6338,2026-06-02
100858,11.9984,2026-06-02
100859,44.5188,2026-06-02
100864,29.1625,2026-06-02
100865,139.3049,2026-06-02
100868,5411.1113,2026-06-01
100874,1032.3611,2026-06-01
100875,1019.8200,2026-06-01
100876,1027.6254,2026-06-01
100900,276.2190,2026-06-01
100915,63.8894,2026-06-01
100927,21.2377,2026-06-02
100928,21.6610,2026-06-02
100929,26.4920,2026-06-02
100948,90.6980,2026-06-02
100949,12.4602,2026-06-02
100950,11.6116,2026-06-02
100968,75.1041,2026-06-02
100999,20.6288,2026-06-02
101001,67.0863,2026-06-02
101002,65.0282,2026-06-02
101003,21.1494,2026-06-02
101042,77.5095,2026-06-01
101044,10.1532,2026-06-02
101048,42.8460,2026-06-02
101049,21.4863,2026-06-01
101065,218.0660,2026-06-02
101066,77.5232,2026-06-02
101069,63.4947,2026-06-02
101070,460.3486,2026-06-02
101071,152.4977,2026-06-02
101072,166.3566,2026-06-02
101078,10.4302,2026-06-02
101083,55.7635,2026-06-01
101084,12.0588,2026-06-01
101127,323.9000,2026-06-02
101143,34.2534,2026-06-01
101144,793.7639,2026-06-01
101161,292.7081,2026-06-02
101162,292.7081,2026-06-02
101163,57.6609,2026-06-02
101165,12.0702,2026-06-02
101169,113.8064,2026-06-02
101181,25.9146,2026-06-02
101184,1000.1751,2026-06-02
101185,4985.6351,2026-06-02
101187,42.8459,2026-06-02
101188,25.4312,2026-06-02
101198,47.7657,2026-06-02
101199,139.3573,2026-06-02
101200,47.7491,2026-06-02
101201,129.4374,2026-06-02
101206,4358.2411,2026-06-02
101209,151.8800,2026-06-02
101222,75.2836,2026-06-01
101228,829.7600,2026-06-02
101262,377.6633,2026-06-02
101263,377.6633,2026-06-02
101264,65.6723,2026-06-02
101271,31.9630,2026-06-02
101281,689.6077,2026-06-01
101295,71.8359,2026-06-02
101303,10.1901,2026-06-02
101304,48.3174,2026-06-02
101305,12.0864,2026-06-02
101306,11.6240,2026-06-02
101313,23.8474,2026-06-02
101314,238.1554,2026-06-02
101316,559.7577,2026-06-02
101317,578.4503,2026-06-02
101349,236.8681,2026-06-02
101351,10.9606,2026-06-02
101356,11.1727,2026-06-02
101357,52.9315,2026-06-02
101373,54.0549,2026-06-01
101407,3850.7034,2026-06-02
101408,4667.0167,2026-06-02
101491,54.9418,2026-06-01
101525,222.3723,2026-06-01
101530,282.5114,2026-06-01
101538,65.9845,2026-06-02
101539,1425.5464,2026-06-02
101547,22.3786,2026-06-01
101548,49.5535,2026-06-01
101549,24.0756,2026-06-02
101551,65.3726,2026-06-02
101585,66.2240,2026-06-01
101586,12.3070,2026-06-01
101587,14.5891,2026-06-02
101588,56.0269,2026-06-02
101591,55.9200,2026-06-02
101592,801.8500,2026-06-02
101593,40.0192,2026-06-02
101594,451.7648,2026-06-02
101617,105.4648,2026-06-02
101618,105.7358,2026-06-02
101619,573.4480,2026-06-02
101635,442.9380,2026-06-02
101636,22.5840,2026-06-02
101656,161.7801,2026-06-01
101657,39.8424,2026-06-01
101659,145.5084,2026-06-01
101665,55.0430,2026-06-02
101667,11.5120,2026-06-02
101669,14.9164,2026-06-02
101672,335.8579,2026-06-01
101685,42.7852,2026-06-02
101686,10.5309,2026-06-02
101705,854.1383,2026-06-02
101706,33.4100,2026-06-02
101714,1001.5157,2026-06-01
101737,25.5000,2026-06-01
101738,448.2600,2026-06-01
101746,186.5950,2026-06-01
101758,63.0013,2026-06-02
101762,1925.2610,2026-06-01
101763,69.5700,2026-06-01
101764,734.1260,2026-06-01
101765,34.1860,2026-06-01
101766,177.6836,2026-06-01
101802,446.6484,2026-06-02
101804,100.8760,2026-06-02
101805,42.7046,2026-06-02
101806,42.5711,2026-06-02
101816,16.2199,2026-06-02
101818,68.6700,2026-06-02
101823,71.3263,2026-06-01
101824,480.7630,2026-06-01
101829,14.3033,2026-06-02
101830,41.4799,2026-06-02
101833,140.6077,2026-06-01
101834,214.5200,2026-06-02
101837,54.0227,2026-06-02
101838,11.1334,2026-06-02
101839,12.3792,2026-06-02
101840,11.1243,2026-06-02
101843,14.8018,2026-06-02
101844,49.5458,2026-06-02
101847,4980.5837,2026-06-01
101852,77.5682,2026-06-01
101853,205.5728,2026-06-02
101862,609.2629,2026-06-02
101863,609.2629,2026-06-02
101864,64.6003,2026-06-02
101866,12.5147,2026-06-02
101867,14.4150,2026-06-02
101868,11.5999,2026-06-02
101869,82.0637,2026-06-02
101872,90.6015,2026-06-01
101873,12.5423,2026-06-01
101874,11.6143,2026-06-01
101875,13.4099,2026-06-01
101892,1052.3263,2026-06-01
101893,4735.8038,2026-06-01
101922,326.0400,2026-06-02
101923,56.7800,2026-06-02
101932,43.0779,2026-06-02
101934,40.2394,2026-06-02
101950,20.7258,2026-06-02
101951,20.9741,2026-06-02
101952,20.3361,2026-06-02
101970,103.8331,2026-06-02
101971,480.9033,2026-06-02
101972,100.0150,2026-06-02
101973,100.0200,2026-06-02
101974,100.1594,2026-06-02
101976,390.1763,2026-06-02
101979,1309.2540,2026-06-01
101980,63.5420,2026-06-01
101986,1114.5200,2026-06-01
101989,58.8276,2026-06-01
101990,10.1064,2026-06-01
101993,6026.8357,2026-06-01
101994,1063.6400,2026-06-01
101995,1063.1990,2026-06-01
101996,3985.0758,2026-06-01
101997,1042.6600,2026-06-01
102000,1067.5960,2026-06-01
102001,48.8920,2026-06-01
102007,1131.7901,2026-06-02
102008,1063.2429,2026-06-02
102009,4107.4591,2026-06-02
102010,1191.5068,2026-06-02
102011,1125.7714,2026-06-02
102012,4526.4246,2026-06-02
102013,1054.1689,2026-06-02
102020,284.2771,2026-06-02
102021,50.3988,2026-06-02
102036,98.0740,2026-06-01
102053,53.4408,2026-06-02
102054,20.7152,2026-06-02
102133,164.8084,2026-06-02
102134,128.4065,2026-06-02
102135,216.9961,2026-06-01
102136,168.2127,2026-06-01
102137,120.9549,2026-06-01
102138,92.9530,2026-06-01
102139,65.4565,2026-06-02
102140,50.2273,2026-06-02
102141,46.7099,2026-06-02
102142,86.9341,2026-06-02
102143,40.7430,2026-06-02
102147,81.9738,2026-06-01
102148,13.2710,2026-06-01
102149,14.1501,2026-06-01
102172,60.6312,2026-06-02
102173,11.2492,2026-06-02
102174,12.3071,2026-06-02
102205,36.8012,2026-06-02
102206,19.2932,2026-06-02
102251,41.1931,2026-06-02
102252,220.4189,2026-06-02
102260,12.7664,2026-06-02
102261,16.9417,2026-06-02
102262,62.4313,2026-06-02
102266,78.3778,2026-06-02
102267,78.3730,2026-06-02
102272,207.9296,2026-06-02
102273,106.6801,2026-06-02
102326,116.7277,2026-06-01
102328,440.3846,2026-06-01
102330,77.7431,2026-06-02
102331,13.7243,2026-06-02
102393,140.8724,2026-06-02
102394,297.6960,2026-06-02
102395,141.3447,2026-06-02
102396,73.8729,2026-06-02
102397,125.2897,2026-06-02
102398,271.7136,2026-06-02
102401,182.1083,2026-06-02
102402,70.8757,2026-06-02
102414,368.4396,2026-06-01
102428,112.4204,2026-06-01
102431,528.5113,2026-06-02
102432,528.5113,2026-06-02
102433,114.1289,2026-06-02
102434,349.4250,2026-06-02
102435,30.2850,2026-06-02
102442,1055.1151,2026-06-02
102443,1000.0000,2026-06-02
102448,59.8242,2026-06-02
102450,10.8939,2026-06-02
102451,11.2961,2026-06-02
102452,60.5862,2026-06-01
102453,10.0629,2026-06-01
102503,43.5663,2026-06-02
102504,17.1783,2026-06-02
102505,48.2246,2026-06-02
102506,21.8016,2026-06-02
102509,38.8727,2026-06-02
102510,64.8421,2026-06-02
102511,26.5361,2026-06-02
102512,48.2123,2026-06-02
102514,48.2391,2026-06-02
102528,332.2800,2026-06-02
102529,43.0600,2026-06-02
102531,1410.1737,2026-06-02
102532,4455.9764,2026-06-02
102533,69.1804,2026-06-02
102534,43.7356,2026-06-02
102535,69.1449,2026-06-02
102536,16.6261,2026-06-02
102538,3551.6645,2026-06-02
102539,4406.1423,2026-06-02
102540,6609.9628,2026-06-02
102541,2337.1977,2026-06-02
102544,3737.2889,2026-06-02
102545,3123.5783,2026-06-02
102573,244.8160,2026-06-01
102574,251.5050,2026-06-01
102591,45.0810,2026-06-01
102592,10.7204,2026-06-01
102594,453.3800,2026-06-02
102595,34.2900,2026-06-02
102672,4343.6731,2026-06-01
102673,47.2224,2026-06-02
102675,11.1158,2026-06-02
102676,10.2452,2026-06-02
102677,10.2553,2026-06-02
102741,47.3478,2026-06-02
102751,179.2630,2026-06-02
102752,179.2630,2026-06-02
102753,32.3973,2026-06-02
102756,381.7554,2026-06-01
102760,218.7800,2026-06-01
102761,22.2440,2026-06-01
102765,69.8264,2026-06-01
102766,10.6632,2026-06-02
102767,47.8799,2026-06-02
102823,456.4327,2026-06-01
102846,176.7120,2026-06-02
102847,176.7120,2026-06-02
102848,30.9604,2026-06-02
102849,38.4805,2026-06-02
102851,25.8828,2026-06-02
102860,16.2120,2026-06-02
102874,109.7150,2026-06-01
102875,251.4850,2026-06-01
102883,181.6237,2026-06-02
102884,18.8436,2026-06-02
102885,308.4988,2026-06-02
102913,44.3155,2026-06-02
102914,39.6973,2026-06-02
102915,10.2718,2026-06-02
102920,240.3900,2026-06-02
102921,78.0800,2026-06-02
102941,233.0473,2026-06-02
102942,95.2264,2026-06-02
102947,14.8040,2026-06-01
102948,109.3820,2026-06-01
103024,625.3211,2026-06-01
103025,32.3539,2026-06-02
103026,171.8998,2026-06-02
103034,372.4312,2026-06-02
103039,50.4060,2026-06-01
103040,146.2340,2026-06-01
103048,4377.5216,2026-06-02
103050,1006.3297,2026-06-02
103051,1007.8317,2026-06-02
103052,1025.1456,2026-06-02
103085,218.5660,2026-06-02
103086,40.5772,2026-06-02
103097,46.5128,2026-06-02
103098,159.6037,2026-06-02
103110,33.8700,2026-06-02
103111,195.2400,2026-06-02
103114,113.7748,2026-06-02
103130,16.6540,2026-06-01
103131,73.1750,2026-06-01
103140,1393.7487,2026-06-02
103145,117.1958,2026-06-02
103146,66.5214,2026-06-02
103149,197.8600,2026-06-02
103150,27.8600,2026-06-02
103151,246.0389,2026-06-01
103154,164.3800,2026-06-02
103155,1473.6300,2026-06-02
103158,1009.2346,2026-06-01
103159,4130.3101,2026-06-01
103160,1003.5288,2026-06-01
103164,182.4800,2026-06-02
103165,158.2400,2026-06-02
103166,1836.7500,2026-06-02
103167,36.6700,2026-06-01
103168,147.8100,2026-06-01
103173,37.0100,2026-06-02
103174,497.3100,2026-06-02
103176,570.4872,2026-06-02
103178,116.7853,2026-06-02
103183,12.4587,2026-06-02
