scheme_code,nav,nav_date
100033,892.2800,2026-06-09
100034,129.9500,2026-06-09
100037,13.0342,2026-06-09
100038,127.9355,2026-06-09
100041,108.0230,2026-06-09
100042,722.5923,2026-06-09
100043,741.5292,2026-06-09
100044,163.6940,2026-06-09
100046,100.1950,2026-06-09
100047,445.2770,2026-06-09
100048,108.3146,2026-06-09
100051,100.3243,2026-06-09
100057,10.7615,2026-06-09
100058,80.6127,2026-06-09
100063,201.0800,2026-06-09
100064,1250.3400,2026-06-09
100077,11.5343,2026-06-09
100078,85.5558,2026-06-09
100079,11.2845,2026-06-09
100080,55.6270,2026-06-09
100081,339.5560,2026-06-09
100082,26.2720,2026-06-09
100084,96.7581,2026-06-09
100085,12.5402,2026-06-09
100086,10.7230,2026-06-09
100087,55.6541,2026-06-09
100088,12.3876,2026-06-09
100089,11.0445,2026-06-09
100119,506.0010,2026-06-09
100120,35.5790,2026-06-09
100123,11.4781,2026-06-09
100124,59.6005,2026-06-09
100174,53.9373,2026-06-10
100175,388.4257,2026-06-10
100176,210.4721,2026-06-10
100177,264.6602,2026-06-10
100218,28.2515,2026-06-09
100219,145.5337,2026-06-09
100220,31.4382,2026-06-09
100221,112.4034,2026-06-09
100222,21.7334,2026-06-09
100223,63.9208,2026-06-09
100233,11.0035,2026-06-09
100234,75.3069,2026-06-09
100244,42.6244,2026-06-09
100247,43.2985,2026-06-09
100254,90.2723,2026-06-09
100264,18.6621,2026-06-09
100265,95.5059,2026-06-09
100280,11.7374,2026-06-09
100281,97.7093,2026-06-09
100286,36.7750,2026-06-09
100299,78.5792,2026-06-09
100300,48.1431,2026-06-09
100312,30.2417,2026-06-09
100313,95.8345,2026-06-09
100314,16.3391,2026-06-09
100315,74.5411,2026-06-09
100316,17.0816,2026-06-09
100317,59.2594,2026-06-09
100318,22.1478,2026-06-09
100319,34.2261,2026-06-09
100321,14.5949,2026-06-09
100323,191.3050,2026-06-09
100325,34.7022,2026-06-09
100332,30.6947,2026-06-09
100348,28.8000,2026-06-09
100349,981.4400,2026-06-09
100351,75.7800,2026-06-09
100352,410.0100,2026-06-09
100353,20.9000,2026-06-09
100354,886.8600,2026-06-09
100355,41.8800,2026-06-09
100356,391.0500,2026-06-09
100363,169.1100,2026-06-09
100365,90.6325,2026-06-09
100367,12.3876,2026-06-09
100368,17.3708,2026-06-09
100369,106.0342,2026-06-09
100375,116.6394,2026-06-09
100376,722.0102,2026-06-09
100377,4337.1482,2026-06-09
100378,59.6967,2026-06-09
100379,241.9189,2026-06-09
100380,1436.3354,2026-06-09
100383,10.8732,2026-06-09
100384,13.2698,2026-06-09
100385,12.5962,2026-06-09
100386,12.8900,2026-06-09
100387,91.6929,2026-06-09
100388,26.3610,2026-06-09
100414,425.7800,2026-06-09
100415,354.7543,2026-06-09
100470,40.3159,2026-06-09
100471,960.1040,2026-06-09
100472,90.1185,2026-06-09
100473,2654.3816,2026-06-09
100474,90.7415,2026-06-09
100475,487.2359,2026-06-09
100476,215.4600,2026-06-10
100477,114.3800,2026-06-10
100480,171.2600,2026-06-10
100484,187.7953,2026-06-09
100493,60.3363,2026-06-09
100494,10.6602,2026-06-09
100496,680.9736,2026-06-09
100497,89.6654,2026-06-09
100519,59.2087,2026-06-09
100520,1530.2244,2026-06-09
100521,37.6496,2026-06-09
100522,436.8546,2026-06-09
100524,35.5867,2026-06-09
100525,57.6481,2026-06-09
100526,1364.2681,2026-06-09
100527,16.7693,2026-06-09
100528,105.0663,2026-06-09
100529,15.1872,2026-06-09
100530,12.0888,2026-06-09
100531,12.5040,2026-06-09
100535,16.2852,2026-06-09
100536,214.4853,2026-06-09
100537,1245.0541,2026-06-09
100538,6219.3256,2026-06-09
100541,1509.0075,2026-06-09
100546,4160.8683,2026-06-09
100547,1000.0000,2026-06-09
100548,1037.1128,2026-06-09
100549,27.5423,2026-06-09
100550,258.0750,2026-06-09
100593,45.6100,2026-06-09
100596,14.9782,2026-06-09
100597,76.0208,2026-06-09
100600,12.1851,2026-06-09
100601,96.9188,2026-06-09
100602,13.2051,2026-06-09
100603,71.0052,2026-06-09
100614,14.5499,2026-06-09
100630,72.0769,2026-06-10
100631,630.2481,2026-06-10
100638,19.0364,2026-06-09
100639,72.7796,2026-06-09
100640,44.0979,2026-06-09
100641,6314.9516,2026-06-09
100643,110.0377,2026-06-09
100644,295.8898,2026-06-09
100645,166.1660,2026-06-09
100646,40.9816,2026-06-09
100650,49.7497,2026-06-09
100651,252.4678,2026-06-09
100663,86.5514,2026-06-09
100664,177.6665,2026-06-09
100668,194.8658,2026-06-09
100669,294.7437,2026-06-09
100678,39.5657,2026-06-09
100682,49.4452,2026-06-09
100684,393.2743,2026-06-09
100685,38.5574,2026-06-09
100723,7545.7222,2026-06-09
100724,4071.5554,2026-06-09
100725,2630.6617,2026-06-09
100739,197.2588,2026-06-09
100740,382.5923,2026-06-09
100741,75.1515,2026-06-09
100742,19.3016,2026-06-09
100784,45.1295,2026-06-09
100786,18.7693,2026-06-09
100789,41.9737,2026-06-09
100793,11.4367,2026-06-09
100794,35.0809,2026-06-09
100795,274.4143,2026-06-09
100806,240.6014,2026-06-09
100807,311.3129,2026-06-09
100813,1896.4183,2026-06-09
100814,3681.1848,2026-06-09
100820,36.9104,2026-06-09
100821,193.2070,2026-06-09
100822,160.3683,2026-06-09
100823,80.7933,2026-06-09
100833,1263.9574,2026-06-09
100835,5582.6277,2026-06-09
100837,5974.6423,2026-06-09
100838,1035.7020,2026-06-09
100842,1524.2800,2026-06-09
100843,1330.7139,2026-06-09
100844,1238.1137,2026-06-09
100851,6742.3845,2026-06-09
100852,1528.7400,2026-06-09
100853,1532.6063,2026-06-09
100855,1588.9687,2026-06-09
100856,62.8696,2026-06-09
100857,11.7337,2026-06-09
100858,12.1014,2026-06-09
100859,44.9011,2026-06-09
100864,29.1883,2026-06-09
100865,139.4279,2026-06-09
100868,5420.6214,2026-06-09
100874,1031.4176,2026-06-09
100875,1019.8200,2026-06-09
100876,1029.4314,2026-06-09
100900,279.2790,2026-06-09
100915,63.4914,2026-06-09
100927,21.3099,2026-06-09
100928,21.7347,2026-06-09
100929,26.5822,2026-06-09
100948,90.9533,2026-06-09
100949,12.4953,2026-06-09
100950,11.6443,2026-06-09
100968,75.3598,2026-06-09
